BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,LONG ISLAND CITY,05 TAX CLASS 1 VACANT LAND,1B,488,2,44-00 VERNON BOULEVARD,11101,0,0,0,1703,0,,1,V0,0,5/3/22
4,LONG ISLAND CITY,05 TAX CLASS 1 VACANT LAND,1B,488,3,44-02 VERNON BOULEVARD,11101,0,0,0,128332,0,,1,V0,0,5/3/22
4,LONG ISLAND CITY,05 TAX CLASS 1 VACANT LAND,1B,600,116,N/A 32ND STREET,11101,0,0,0,289,0,,1,V2,830000,6/28/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,29,7,5-43 47 ROAD,11101,6,0,6,2499,3900,1931,2,C2,1500000,7/21/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,33,31,5-14 50TH AVENUE,11101,6,0,6,2499,3750,1931,2,C2,1100000,11/22/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,40,13,10-29 51ST AVENUE,11101,4,0,4,1625,5000,1931,2,C3,0,5/5/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,42,16,10-28 49TH AVENUE,11101,6,0,6,2499,4500,1931,2,C2,0,8/8/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,45,18,10-41 48TH AVENUE,11101,6,0,6,2500,3175,1931,2,C2,1650000,4/27/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2,52,1,11-55 45TH AVENUE,11101,46,2,48,9999,45707,1917,2,C7,14775000,7/7/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2,52,36,11-38 44TH DRIVE,11101,18,0,18,3749,10644,1907,2,C4,2750000,9/20/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,77,37,21-46 45TH AVENUE,11101,5,0,5,1650,4000,1931,2,C2,0,12/22/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,303,24,52-18 35 STREET,11101,4,0,4,2294,2176,1931,2,C3,875000,2/24/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,324,19,3419 9TH STREET,11106,4,0,4,2082,3808,1931,2,C3,0,8/1/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,339,10,35-31 CRESCENT STREET,11106,6,0,6,3124,4380,1941,2,C2,0,9/7/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,599,21,36-25 30TH STREET,11106,6,0,6,1799,3645,1921,2,C2,0,7/30/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,605,12,35-31 32ND STREET,11106,6,0,6,2500,3600,1924,2,C2,1950000,2/22/22
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,641,52,37-11 36TH AVENUE,11101,4,0,4,3812,2992,1910,2,C3,0,12/22/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,6,60,52-03 CENTER BOULEVARD,11101,800,2,802,43335,805287,2019,2,D6,0,3/4/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,6,165,52-41 CENTER BOULEVARD,11101,394,2,396,33613,410239,2019,2,D6,0,3/4/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,40,15,10-30 JACKSON AVENUE,11101,24,1,25,4050,24464,2005,2,D9,0,1/11/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,85,30,45-57 DAVIS STREET,11101,158,1,159,21600,127456,2019,2,D6,0,3/31/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,342,18,36-05 29TH STREET,11106,71,6,77,14665,70000,1929,2,D7,15500000,1/31/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,373,6,37-29 31ST STREET,11101,74,2,76,16872,91388,2020,2,D6,0,7/27/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,381,9,32-04 38TH AVENUE,11101,20,1,21,4685,22549,2015,2,D6,11244000,7/12/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,408,1,23-17 41ST AVENUE,11101,39,2,41,9999,49462,1923,2,D6,10370000,11/7/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 10A",11101,48,1,49,5000,42301,2016,2,D6,1002976,4/27/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 12D",11101,48,1,49,5000,42301,2016,2,D6,525000,4/26/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 3B",11101,48,1,49,4999,42301,2016,2,D6,582948,9/9/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 4A",11101,48,1,49,4999,42301,2016,2,D6,629474,6/6/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 4C",11101,48,1,49,5000,42301,2016,2,D6,630000,1/6/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 6A",11101,48,1,49,4999,42301,2016,2,D6,630000,6/16/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 6B",11101,48,1,49,4999,42301,2016,2,D6,620000,10/3/22
4,LONG ISLAND CITY,08 RENTALS - ELEVATOR APARTMENTS,2,424,25,"42-14 CRESCENT ST, 6D",11101,48,1,49,5000,42301,2016,2,D6,450000,1/7/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48 AVE, 39H",11109,,,,,,1996,2,D4,415000,1/27/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48 AVENUE, 19A",11109,,,,,,1996,2,D4,685000,9/7/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48 AVENUE, 22L",11109,,,,,,1996,2,D4,650000,7/15/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48 AVENUE, 4B",11109,,,,,,1996,2,D4,399999,8/10/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVE, 21M",11109,,,,,,1996,2,D4,480000,10/20/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVE, 27E",11109,,,,,,1996,2,D4,415000,4/5/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVE, 4G",11109,,,,,,1996,2,D4,400000,11/1/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 14K",11109,,,,,,1996,2,D4,504800,8/3/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 15H",11109,,,,,,1996,2,D4,0,8/23/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 16D",11109,,,,,,1996,2,D4,525000,9/7/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 18A",11109,,,,,,1996,2,D4,775000,7/28/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 18E",11109,,,,,,1996,2,D4,654000,7/29/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 20A",11109,,,,,,1996,2,D4,715000,9/28/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 20B",11109,,,,,,1996,2,D4,735000,12/15/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 24B",11109,,,,,,1996,2,D4,765000,2/7/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 28E",11109,,,,,,1996,2,D4,542000,8/1/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 29B",11109,,,,,,1996,2,D4,695000,7/14/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 2L",11109,,,,,,1996,2,D4,400000,1/26/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 33F",11109,,,,,,1996,2,D4,610000,12/13/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 33K",11109,,,,,,1996,2,D4,755000,7/25/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 34G",11109,,,,,,1996,2,D4,435000,7/8/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 39G",11109,,,,,,1996,2,D4,629875,3/29/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 3E",11109,,,,,,1996,2,D4,680000,8/3/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 4BB",11109,,,,,,1996,2,D4,430000,7/19/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 4J",11109,,,,,,1996,2,D4,376624,7/26/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 4K",11109,,,,,,1996,2,D4,415000,11/21/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 4U",11109,,,,,,1996,2,D4,560000,6/24/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 6E",11109,,,,,,1996,2,D4,715000,9/8/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 7G",11109,,,,,,1996,2,D4,625000,4/22/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 7J",11109,,,,,,1996,2,D4,560000,7/29/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, 8J",11109,,,,,,1996,2,D4,572500,5/13/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, PH2D",11109,,,,,,1996,2,D4,525000,5/13/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"4-74 48TH AVENUE, PH3G",11109,,,,,,1996,2,D4,545000,4/18/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"474 48 AVENUE, 32D",11109,,,,,,1996,2,D4,0,9/16/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"474 48TH AVENUE, 15A",11109,,,,,,1996,2,D4,690000,10/28/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"474 48TH AVENUE, 17M",11109,,,,,,1996,2,D4,427000,2/24/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,"474 48TH AVENUE, 5T",11109,,,,,,1996,2,D4,625000,10/7/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"35-55 29TH STREET, 2D",11106,,,,,,1929,2,D4,405500,3/4/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"35-55 29TH STREET, 2H",11106,,,,,,1929,2,D4,345000,8/22/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"35-55 29TH STREET, 4K",11106,,,,,,1929,2,D4,390000,11/22/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"35-55 29TH STREET, 5C",11106,,,,,,1929,2,D4,325000,9/12/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"35-55 29TH STREET, 5K",11106,,,,,,1929,2,D4,405000,2/11/22
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,341,1,"3555 29TH STREET, 5A",11106,,,,,,1929,2,D4,410000,12/7/22
4,LONG ISLAND CITY,12 CONDOS - WALKUP APARTMENTS,2,29,1705,"5-25 47TH ROAD, 2C",11101,1,,1,,,2018,2,R2,1461189,2/9/22
4,LONG ISLAND CITY,12 CONDOS - WALKUP APARTMENTS,2,31,1005,"5-15 49TH AVENUE, 2A",11101,1,,1,,,,2,R2,0,9/14/22
4,LONG ISLAND CITY,12 CONDOS - WALKUP APARTMENTS,2,31,1015,"5-15 49TH AVENUE, 2L",11101,1,,1,,,,2,R2,10,1/28/22
4,LONG ISLAND CITY,12 CONDOS - WALKUP APARTMENTS,2,31,1041,"5-15 49TH AVENUE, 5C",11101,1,,1,,,,2,R2,1725000,6/16/22
4,LONG ISLAND CITY,12 CONDOS - WALKUP APARTMENTS,2,31,1045,"48-21 FIFTH STREET, 5G",11101,1,,1,,,,2,R2,2275000,8/30/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1003,"2-40 51ST AVENUE, 1C",11101,1,,1,,,2007,2,R4,1450000,12/1/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1021,"2-40 51 AVENUE, 2L",11101,1,,1,,,2007,2,R4,768000,1/6/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1025,"2-40 51ST AVENUE, 2Q",11101,1,,1,,,2007,2,R4,865000,11/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1027,"2-40 51ST AVENUE, 2S",11101,1,,1,,,2007,2,R4,1400000,7/29/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1040,"2-40 51 AVE, 3L",11101,1,,1,,,2007,2,R4,1206052,5/4/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1049,"2-40 51ST AVENUE, 4A",11101,1,,1,,,2007,2,R4,1450000,9/19/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,15,1051,"2-40 51 AVE, 4C",11101,1,,1,,,2007,2,R4,915000,5/16/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1009,"50-09 2 STREET, 207",11101,1,,1,,,1890,2,R4,0,11/19/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1010,"50-09 2 STREET, 209",11101,1,,1,,,1890,2,R4,0,4/14/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1023,"50-09 2 STREET, 222",11101,1,,1,,,1890,2,R4,1285000,10/4/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1073,"50-09 2ND ST, 503",11101,1,,1,,,1890,2,R4,1135000,12/22/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1111,"50-09 2ND STREET, 618",11101,1,,1,,,1890,2,R4,680000,10/3/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1117,"5009 2ND STREET, 717",11101,1,,1,,,1890,2,R4,988000,1/7/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1127,"2-17 51ST AVE, 804",11101,1,,1,,,1890,2,R4,2620000,10/17/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1128,"2-17 51ST AVE, 805",11101,1,,1,,,1890,2,R4,2620000,10/17/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1132,"50-09 2ND STREET, 809",11101,1,,1,,,1890,2,R4,0,5/12/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1168,"50-09 2 STREET, 1103",11101,1,,1,,,1890,2,R4,1650000,6/28/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1242,"2-26 50TH AVE, 7B",11101,1,,1,,,2010,2,R4,950000,3/28/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1249,"2-26 50TH AVENUE, 7I",11101,1,,1,,,2010,2,R4,900000,2/7/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1038,"46-30 CENTER BOULEVARD, 404",11109,1,,1,,,2008,2,R4,1585000,11/10/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1044,"46-30 CENTER BOULEVARD, 410",11109,1,,1,,,2008,2,R4,1240000,3/28/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1072,"46-30 CENTER BOULEVARD, 701",11109,1,,1,,,2008,2,R4,2265000,6/17/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1085,"46-30 CENTER BOULEVARD, 803",11109,1,,1,,,2008,2,R4,1067500,2/22/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1108,"46-30 CENTER BOULEVARD, 1004",11109,1,,1,,,2008,2,R4,1870000,7/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1130,"46-30 CENTER BOULEVARD, 1204",11109,1,,1,,,2008,2,R4,0,6/9/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1138,"46-30 CENTER BOULEVARD, 1401",11109,1,,1,,,2008,2,R4,2455000,6/16/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,21,1169,"46-30 CENTER BOULEVARD, 1701",11109,1,,1,,,2008,2,R4,2500000,3/1/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,29,1306,"47-05 5TH STREET, 302",11101,1,,1,,,2015,2,R4,875000,4/19/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,29,1314,"47-05 5 STREET, 405",11101,1,,1,,,2015,2,R4,1300000,6/8/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,29,1320,"47-05 5 STREET, 601",11101,1,,1,,,2015,2,R4,1600000,7/14/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1015,"5-26 47TH ROAD, 5A",11101,1,,1,,,2007,2,R4,1570000,6/29/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1030,"5-09 48TH AVENUE, 2P",11101,1,,1,,,2007,2,R4,1499000,7/13/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1039,"5-09 48TH AVENUE, 3G",11101,1,,1,,,2007,2,R4,929000,5/17/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1060,"5-09 48TH AVENUE, 4M",11101,1,,1,,,2007,2,R4,1900000,6/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1116,"5-09 48TH AVENUE, 8J",11101,1,,1,,,2007,2,R4,1625000,4/19/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1226,"5-43 48TH AVENUE, 5C",11101,1,,1,,,1955,2,R4,1350000,9/7/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,30,1228,"5-43 48TH AVENUE, 5E",11101,1,,1,,,1955,2,R4,725000,11/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,32,1009,"5-03 50TH AVENUE, 4B",11101,1,,1,,,2006,2,R4,1432500,8/30/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,32,1010,"5-03 50TH AVENUE, 4C",11101,1,,1,,,2006,2,R4,1225000,9/28/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,32,1012,"5-03 50TH AVE, 5B",11101,1,,1,,,2006,2,R4,1950000,8/9/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,33,1119,"5-21 51ST AVENUE, 4C",11101,1,,1,,,2012,2,R4,1270000,2/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1004,"5-49 BORDEN AVENUE, C2",11101,1,,1,,,2008,2,R4,847500,6/23/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1026,"5-49 BORDEN AVENUE, M3",11101,1,,1,,,2008,2,R4,1275000,3/1/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1042,"5-49 BORDEN AVENUE, B5",11101,1,,1,,,2008,2,R4,1455000,7/7/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1048,"5-49 BORDEN AVENUE, H5",11101,1,,1,,,2008,2,R4,0,1/25/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1076,"5-49 BORDEN AVENUE, K7",11101,1,,1,,,2008,2,R4,299105,6/17/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1086,"5-49 BORDEN AVENUE, G8",11101,1,,1,,,2008,2,R4,0,9/29/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1117,"5-49 BORDEN AVENUE, E11",11101,1,,1,,,2008,2,R4,1080000,8/10/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1129,"5-49 BORDEN AVENUE, G12PH",11101,1,,1,,,2008,2,R4,1675000,7/22/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1130,"5-49 BORDEN AVENUE, H12PH",11101,1,,1,,,2008,2,R4,860000,10/24/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1132,"5-49 BORDEN AVENUE, K12PH",11101,1,,1,,,2008,2,R4,1650000,8/31/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1211,"519 BORDEN AVENUE, 2C",11101,1,,1,,,2010,2,R4,830000,9/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1212,"5-19 BORDEN AVENUE, 2D",11101,1,,1,,,2010,2,R4,1150000,11/15/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1216,"5-19 BORDEN AVENUE, 2H",11101,1,,1,,,2010,2,R4,1384000,6/3/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1221,"5-19 BORDEN AVENUE, 3E",11101,1,,1,,,2010,2,R4,1100000,2/24/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1241,"5-19 BORDEN AVENUE, 6A",11101,1,,1,,,2010,2,R4,1560000,9/16/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1245,"5-19 BORDEN AVENUE, 6E",11101,1,,1,,,2010,2,R4,1220000,2/16/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1246,"519 BORDEN AVENUE, 6F",11101,1,,1,,,2010,2,R4,0,3/23/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1255,"5-19 BORDEN AVE, 7G",11101,1,,1,,,2010,2,R4,0,9/26/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1255,"5-19 BORDEN AVENUE, 7G",11101,1,,1,,,2010,2,R4,844000,1/14/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1256,"5-19 BORDEN AVENUE, 7H",11101,1,,1,,,2010,2,R4,1520000,3/18/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1262,"5-19 BORDEN AVENUE, 9I",11101,1,,1,,,2010,2,R4,1780000,10/7/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1265,"5-19 BORDEN AVE, 9L",11101,1,,1,,,2010,2,R4,860000,5/27/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,34,1274,"5-19 BORDEN AVENUE, 11K",11101,1,,1,,,2010,2,R4,1170000,8/12/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,40,1001,"10-46 JACKSON AVENUE, 2A",11101,1,,1,,,2007,2,R4,1065000,7/29/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,40,1015,"10-46 JACKSON AVENUE, 4E",11101,1,,1,,,2007,2,R4,733000,12/21/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,40,1020,"10-46 JACKSON AVENUE, 5E",11101,1,,1,,,2007,2,R4,0,9/14/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,40,1022,"10-46 JACKSON AVENUE, 6B",11101,1,,1,,,2007,2,R4,1128888,11/3/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,41,1002,"10-17 JACKSON AVENUE, 2AB",11101,1,,1,,,2010,2,R4,1700000,1/21/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,41,1015,"10-17 JACKSON AVENUE, 4C",11101,1,,1,,,2010,2,R4,1170000,9/19/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,41,1032,"10-17 JACKSON AVENUE, 7/8G",11101,1,,1,,,2010,2,R4,2070000,2/24/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,43,1002,"10-64 JACKSON AVENUE, 2B",11101,1,,1,,,2021,2,R4,710000,10/31/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,43,1006,"10-64 JACKSON AVENUE, 3B",11101,1,,1,,,2021,2,R4,750000,11/22/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,43,1007,"10-64 JACKSON AVENUE, 3C",11101,1,,1,,,2021,2,R4,738231,10/27/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,43,1009,"10-64 JACKSON AVENUE, 4A",11101,1,,1,,,2021,2,R4,1731025,12/21/22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,43,1012,"10-64 JACKSON AVENUE, 4D",11101,1,,1,,,2021,2,R4,1310000,10/26/22
