BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,127,7222 WATER WAY,11692,2,0,2,3841,3144,2007,1,B2,0,10/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,130,114 MERIDIAN BOULEVARD,11692,2,0,2,1918,2887,2007,1,B2,0,3/16/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,130,114 MERIDIAN BOULEVARD,11692,2,0,2,1918,2887,2007,1,B2,0,5/11/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16096,2,1-94 BEACH 74 STREET,11692,2,0,2,3517,2905,2006,1,B2,980000,3/9/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16096,26,7309 SPINNAKER,11692,2,0,2,3064,2438,2003,1,B2,1110000,1/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16096,31,149 BEACH 73 STREET,11692,2,0,2,2791,2420,2003,1,B2,1085000,1/24/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16096,33,73-11 ARVERNE MEWS DRIVE,11692,2,0,2,1944,2438,2003,1,B2,975000,6/6/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,15903,34,171 BEACH 60 STREET,11692,3,0,3,2000,3120,2005,1,C0,1489686,11/11/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,15903,35,169 BEACH 60TH STREET,11692,3,0,3,2000,3120,2005,1,C0,780000,11/30/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,15913,82,325 BEACH 66 STREET,11692,3,0,3,4000,2254,1920,1,C0,0,3/25/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16029,68,607 BEACH 68TH STREET,11692,3,0,3,2750,2016,1960,1,C0,10,3/1/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16032,56,65-04 THURSBY AVENUE,11692,3,0,3,4000,1886,1950,1,C0,999000,4/11/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16036,15,515 BEACH 68TH STREET,11692,3,0,3,3999,2880,1920,1,C0,0,9/12/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16037,6,414 BEACH 64 STREET,11692,3,0,3,3999,1580,1931,1,C0,650000,9/7/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16040,62,419 BEACH 66 STREET,11692,3,0,3,3999,2863,1920,1,C0,600000,10/27/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16042,14,430 BEACH 69TH STREET,11692,3,0,3,3999,4039,1920,1,C0,0,11/21/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16049,60,536 BEACH 72ND ST,11692,3,0,3,4000,2086,1920,1,C0,1071200,2/1/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16053,15,69-33 GOUVERNEUR AVENUE,11692,3,0,3,4000,1762,1910,1,C0,0,4/25/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16053,21,69-21 GOUVERNEUR AVENUE,11692,3,0,3,3999,2118,1910,1,C0,0,7/23/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16081,17,343 BEACH 69 STREET,11692,3,0,3,4000,2226,1920,1,C0,330000,5/27/22
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,16083,20,331 BEACH 70TH STREET,11692,3,0,3,2026,2778,2005,1,C0,0,1/31/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15904,1008,"188 BEACH 62 STREET, 44A",11692,1,,1,,,2007,1,R3,590000,10/13/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15933,1005,"152 BEACH 62 STREET, 53",11692,1,,1,,,2007,1,R3,380000,6/30/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15933,1022,"126 BEACH 62ND ST, 61A",11692,1,,1,,,2007,1,R3,577000,9/19/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15933,1029,"129 BEACH 61ST STREET, 84",11692,1,,1,,,2007,1,R3,365000,7/15/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15933,1036,"121 BEACH 61ST STREET, 81A",11692,1,,1,,,2007,1,R3,540000,4/20/22
4,ARVERNE,04 TAX CLASS 1 CONDOS,1A,15933,1037,"120 BEACH 62 STREET, 63",11692,1,,1,,,2007,1,R3,10,3/10/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,15830,4,40-08 ROCKAWAY BEACH BLVD,11691,0,0,0,1517,0,,1,V0,3000,2/3/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,15838,13,338 BEACH 47 STREET,11691,2,0,2,3804,0,2022,1,V0,916425,7/22/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,15838,25,362 BEACH 47 STREET,11691,2,0,2,3804,0,2022,1,V0,926608,6/29/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,15910,53,339 BEACH 65TH STREET,11692,0,0,0,1849,0,,1,V0,100000,9/7/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,15916,70,N/A BEACH 68 STREET,11692,0,0,0,3999,0,,1,V0,250000,7/13/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,15965,87,467 BEACH 43 STREET,11691,2,0,2,3774,0,2022,1,V0,896060,7/26/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,15972,3,N/A BEACH 48 STREET,11691,0,0,0,3804,0,,1,V0,40000,6/6/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16005,98,6244 HILLMEYER ROAD,11692,0,0,0,3179,0,2022,1,V0,799326,4/21/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16005,99,62-40 HILLMEYER ROAD,11692,0,0,0,3179,0,2022,1,V0,702500,4/20/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16005,100,62-38 HILLMEYER ROAD,11692,0,0,0,3179,0,2022,1,V0,715321,4/13/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,16005,101,62-44 HILLMEYER ROAD,11692,2,0,2,3179,0,2022,1,V0,714478,7/29/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,16005,102,62-32 HILLMEYER ROAD,11692,2,0,2,3179,0,2022,1,V0,711248,7/26/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1,16035,64,545 BEACH 68 STREET,11692,2,0,2,3999,0,2022,1,V0,999000,7/11/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16050,7,69-47 ELIZABETH AVENUE,11692,0,0,0,4000,0,2022,1,V0,896060,2/11/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16062,4,N/A HILLMEYER AVENUE,11692,0,0,0,500,0,,1,V0,7500,2/23/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16062,5,N/A HILLMEYER AVENUE,11692,0,0,0,2000,0,,1,V0,7500,2/23/22
4,ARVERNE,05 TAX CLASS 1 VACANT LAND,1B,16062,6,N/A HILLMEYER AVENUE,11692,0,0,0,2000,0,,1,V0,7500,2/23/22
4,ARVERNE,06 TAX CLASS 1 - OTHER,1,15835,61,339 BEACH 44 STREET,11691,1,0,1,3431,0,1950,1,G0,260000,4/13/22
4,ARVERNE,07 RENTALS - WALKUP APARTMENTS,2A,16083,5,353 BEACH 70TH STREET,11692,4,0,4,2850,2600,1930,2,C3,700000,5/26/22
4,ARVERNE,08 RENTALS - ELEVATOR APARTMENTS,2,15890,97,311 BEACH 53 STREET,11691,16,0,16,10800,10962,2004,2,D3,3000000,4/14/22
4,ARVERNE,27 FACTORIES,4,16038,70,64-08 BEACH CHANNEL DRIVE,11692,0,2,2,7617,6810,1930,4,F9,2555000,12/5/22
4,ARVERNE,29 COMMERCIAL GARAGES,4,15890,84,N/A BEACH 53 STREET,11691,0,0,0,9999,0,,4,G7,472000,9/22/22
4,ARVERNE,29 COMMERCIAL GARAGES,4,16011,105,59-14 BEACH CHANNEL DRIVE,11692,0,1,1,19473,3525,1971,4,G4,4000000,7/18/22
4,ARVERNE,29 COMMERCIAL GARAGES,4,16013,1,N/A BEACH CHANNEL DRIVE,,0,0,0,32938,0,,4,G7,4000000,7/18/22
4,ARVERNE,31 COMMERCIAL VACANT LAND,4,15825,7,N/A BEACH CHANNEL DRIVE,11691,0,0,0,37490,0,,4,V1,2,12/23/22
4,ARVERNE,31 COMMERCIAL VACANT LAND,4,16038,68,64-04 BEACH CHANNEL DRIVE,11692,0,0,0,4382,0,,4,V1,2555000,12/5/22
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES,4,15890,42,350 BEACH 54TH STREET,11691,0,1,1,43999,67161,1973,4,I6,21978000,9/22/22
4,ARVERNE,41 TAX CLASS 4 - OTHER,4,16065,75,7258 ELIZABETH AVENUE,11692,0,1,1,21850,0,1930,4,Z9,825000,7/19/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,543,34,21-16 27TH ROAD,11102,1,0,1,1560,1388,1920,1,A1,0,3/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,565,8,23-16 33RD AVENUE,11106,1,0,1,1602,1224,1945,1,A5,0,10/17/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,565,13,23-24 33RD AVENUE,11106,1,0,1,1566,1224,1945,1,A5,1238000,1/11/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,565,44,23-17 33RD ROAD,11106,1,0,1,1513,1156,1945,1,A5,1200000,9/30/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,578,5,25-25 31ST AVENUE,11106,1,1,2,3769,2466,1925,1,S1,2300000,2/16/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,581,16,33-38 28TH STREET,11106,1,0,1,2521,1672,1925,1,A1,0,2/23/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,582,44,33-29 28TH STREET,11106,1,0,1,2017,882,1950,1,A2,885000,10/19/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,584,21,34-19 28TH STREET,11106,1,0,1,2000,1200,1945,1,A5,0,11/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,597,104,26-14 30TH STREET,11102,1,0,1,925,960,1920,1,A1,750000,2/22/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,610,41,34-32 34TH STREET,11106,1,0,1,2499,847,1930,1,A3,925000,12/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,610,42,34-34 34TH STREET,11106,1,0,1,2499,1760,1930,1,A1,1175000,12/29/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,620,53,25-59 32ND STREET,11102,1,0,1,2000,1440,1920,1,A1,0,6/18/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,621,16,32-53 33RD STREET,11106,1,0,1,3006,1120,1901,1,A1,1420000,9/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,632,116,25-41 34TH STREET,11103,1,0,1,2000,1280,1920,1,A1,1120000,4/1/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,647,7,32-77 36TH STREET,11106,1,0,1,2500,1035,1901,1,A9,995000,1/18/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,650,66,30-52 36TH STREET,11103,1,1,2,2499,2720,1930,1,S1,1850000,6/16/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,651,39,3017 36 ST,11103,1,0,1,2000,1800,1925,1,A5,1701000,7/27/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,652,49,25-06 37TH STREET,11103,1,0,1,1799,1362,1945,1,A5,1120000,7/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,659,20,30-65 37TH STREET,11103,1,0,1,1199,1375,1940,1,A5,0,9/22/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,702,14,25-75 43RD STREET,11103,1,0,1,2000,1560,1930,1,A5,0,3/16/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,710,113,44-12 31ST AVENUE,11103,1,1,2,1600,2400,1930,1,S1,950000,6/17/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,713,62,30-35 44TH STREET,11103,1,0,1,2000,1200,1930,1,A5,0,12/1/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,722,29,32-23 46 STREET,11103,1,0,1,2499,1430,1920,1,A5,1340000,10/13/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,722,112,3283 46TH STREET,11103,1,0,1,1577,1596,1945,1,A5,0,5/24/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,727,50,31-26 48TH STREET,11103,1,0,1,2208,1464,1940,1,A2,1125000,8/31/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,728,164,30-34 47TH STREET,11103,1,0,1,950,1016,1950,1,A5,855000,8/26/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,730,2,4617 28TH AVENUE,11103,1,0,1,1800,1764,1945,1,A5,0,5/27/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,730,71,25-58 47TH STREET,11103,1,0,1,2000,1925,1945,1,A5,0,8/29/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,730,75,25-66 47TH STREET,11103,1,0,1,2467,1925,1945,1,A5,0,7/30/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,733,28,24-43 47TH STREET,11103,1,0,1,2499,698,1901,1,A2,999000,11/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,740,55,30-10 50TH STREET,11377,1,0,1,1800,1575,1945,1,A5,800000,4/26/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,740,76,30-52 50TH STREET,11377,1,0,1,1600,1640,1945,1,A5,998000,6/27/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,740,87,3074 50TH STREET,11377,1,0,1,1800,1629,1945,1,A5,0,3/28/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,741,128,48-20 28TH AVENUE,11103,1,0,1,960,1320,1961,1,A5,780000,2/24/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,742,36,28-24 50TH STREET,11377,1,0,1,2200,2705,1940,1,A1,0,2/25/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,742,42,28-40 50TH STREET,11377,1,0,1,2000,1564,1940,1,A2,825000,1/12/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,742,107,28-47 49TH STREET,11103,1,0,1,2500,1519,1945,1,A2,1140000,5/4/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,744,3,48-17 28TH AVENUE,11103,1,0,1,1620,1566,1939,1,A5,700000,1/11/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,744,22,25-55 48TH STREET,11103,1,0,1,2499,1368,1940,1,A5,0,6/3/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,746,22,23-65 48 STREET,11103,1,0,1,5472,1050,1920,1,A1,0,5/4/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,752,25,30-55 50TH STREET,11377,1,0,1,1799,1357,1945,1,A5,940000,7/1/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,759,48,22-32 48TH STREET,11105,1,0,1,2000,1008,1920,1,A1,1030000,8/26/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,761,4,2183 47TH STREET,11105,1,0,1,1799,1240,1940,1,A5,1350000,7/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,770,60,21-86 47TH STREET,11105,1,0,1,1799,1248,1935,1,A5,1305000,6/13/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,770,66,2174 47 STREET,11105,1,0,1,1800,1248,1935,1,A5,0,5/17/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,772,84,46-13 21ST AVENUE,11105,1,0,1,1746,1633,1940,1,A5,1067500,7/28/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,773,32,20-05 45TH STREET,11105,1,0,1,2099,1071,1945,1,A2,750000,10/6/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,19,20-31 43RD STREET,11105,1,0,1,2600,1204,1925,1,A1,870000,12/21/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,20,20-29 43RD STREET,11105,1,0,1,2000,1440,1940,1,A5,800000,1/5/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,28,20-13 43RD STREET,11105,1,0,1,2000,1823,1940,1,A5,0,4/12/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,44,43-19 20TH ROAD,11105,1,0,1,2059,1324,1925,1,A1,1148000,8/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,786,142,20-16 45TH STREET,11105,1,0,1,2000,1440,1940,1,A5,0,2/18/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,787,4,42-09 21ST AVENUE,11105,1,1,2,2500,2844,1930,1,S1,0,1/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,792,74,23-13 41ST STREET,11105,1,0,1,2038,374,1900,1,A9,856000,1/24/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,796,37,41-20 21ST AVENUE,11105,1,0,1,3200,1444,1940,1,A1,1400000,9/27/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,797,36,40-20 21ST AVENUE,11105,1,0,1,1499,900,1900,1,A5,995000,12/20/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,799,55,20-56 41ST STREET,11105,1,0,1,3250,1212,1930,1,A1,1330000,11/21/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,806,55,22-56 38 ST,11105,1,0,1,1241,648,1910,1,A5,0,6/17/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,808,10,21-59 37TH STREET,11105,1,0,1,2000,1650,1930,1,A5,0,9/22/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,808,40,21-18 38TH STREET,11105,1,0,1,2000,1490,1930,1,A5,1220000,4/26/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,808,152,21-50 38TH STREET,11105,1,0,1,2000,1490,1930,1,A5,1110000,9/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,818,27,24-18 36TH STREET,11103,1,0,1,2000,1328,1925,1,A5,825000,9/22/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,820,23,23-41 35TH STREET,11105,1,0,1,2000,1654,1930,1,A5,0,3/24/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,820,39,23-03 35TH STREET,11105,1,0,1,1360,1035,1925,1,A2,777500,5/31/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,823,49,21-40 37TH STREET,11105,1,0,1,2000,1376,1925,1,A5,1415000,8/9/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,823,165,36-19 DITMARS BOULEVARD,11105,1,1,2,1799,2016,1925,1,S1,800000,9/1/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,828,39,2019 35 STREET,11105,1,0,1,2199,1408,1935,1,A5,0,7/19/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,839,36,27-12 HOYT AVENUE SOUTH,11102,1,0,1,1242,444,1915,1,A2,0,2/28/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,845,42,22-26 29TH STREET,11105,1,0,1,2000,1870,1920,1,A5,1567000,6/30/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,845,102,28-05 23RD AVENUE,11105,1,1,2,2000,2160,1920,1,S1,1580000,4/29/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,848,105,29-13 21ST AVENUE,11105,1,1,2,1799,2388,1901,1,S1,1400000,8/18/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,856,46,22-34 27TH STREET,11105,1,0,1,2000,1400,1930,1,A1,940000,12/13/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,857,3,27-05 DITMARS BOULEVARD,11105,1,0,1,2000,1870,1920,1,A5,1520000,12/19/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,857,65,27-15 DITMARS BLVD,11105,1,0,1,2000,1870,1920,1,A5,1470000,4/12/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,858,165,26-17 DITMARS BOULEVARD,11105,1,0,1,2000,1280,1920,1,A5,1400000,6/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,859,68,2044 28TH STREET,11105,1,0,1,1600,960,1945,1,A5,1100000,9/8/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,860,20,20-43 26TH STREET,11105,1,0,1,1800,1584,1940,1,A5,1550000,4/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,860,42,2010 27TH STREET,11105,1,0,1,1600,960,1930,1,A5,0,5/12/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,860,132,20-17 26TH STREET,11105,1,0,1,1600,1440,1930,1,A5,977000,6/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,865,3,24-07 24TH AVENUE,11102,1,0,1,1530,1260,1935,1,A5,0,2/17/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,870,43,20-10 26TH STREET,11105,1,0,1,1600,1200,1940,1,A5,960000,3/15/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,872,48,23-18 HOYT AVENUE SOUTH,11102,1,0,1,1716,1200,1940,1,A5,1049000,6/30/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,874,66,24-17 21ST STREET,11102,1,0,1,1601,1600,1970,1,A9,1400000,10/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,875,33,23-23 23RD STREET,11105,1,0,1,2000,1340,1930,1,A5,738231,3/7/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,875,50,23-20 24TH STREET,11105,1,0,1,2000,1200,1930,1,A5,1400000,3/30/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,876,91,21-22 23RD AVENUE,11105,1,0,1,2059,1300,1930,1,A5,1249000,6/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,877,102,23-05 23RD AVENUE,11105,1,0,1,2000,1326,1930,1,A5,1400000,8/11/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,878,269,21-27 23RD AVENUE,11105,1,0,1,2300,1360,1920,1,A5,10,6/3/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,885,27,18-18 26TH ROAD,11102,1,1,2,2370,1599,1930,1,S1,0,9/20/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,887,45,18-30 25TH ROAD,11102,1,0,1,3999,840,1931,1,A1,0,11/9/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,888,46,25-14 21 STREET,11102,1,0,1,2788,1320,1930,1,A2,990000,11/9/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,890,40,19-20 23RD DRIVE,11105,1,0,1,2000,1604,1920,1,A5,10,5/20/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,890,95,23-18 21ST STREET,11105,1,0,1,2000,1240,1920,1,A5,1050000,6/23/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,890,194,23-16 21ST STREET,11105,1,0,1,2000,1520,1920,1,A5,1030000,11/9/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,896,215,21-31 SHORE BOULEVARD,11105,1,0,1,5198,2520,1945,1,A1,4500000,3/2/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,901,85,26-18 14TH PLACE,11102,1,0,1,2514,1760,1930,1,A1,1500000,5/20/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,914,25,26-18 3 STREET,11102,1,0,1,6200,1237,1925,1,A2,5150000,2/3/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,1023,10,28-10 56TH PLACE,11377,1,0,1,2166,1697,1940,1,A2,425000,10/14/22
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,1023,55,28-23 HOBART STREET,11377,1,0,1,1700,1589,1940,1,A5,880000,8/8/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,506,8,30-26 12 STREET,11102,2,0,2,3050,2104,1920,1,B2,0,2/17/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,511,12,27-37 12TH STREET,11102,2,0,2,3940,1836,1940,1,B1,950000,8/19/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,511,17,27-25 12TH STREET,11102,2,0,2,2149,1836,1940,1,B1,1555000,6/8/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,511,37,27-26 14TH STREET,11102,2,0,2,2034,1836,1930,1,B1,0,1/14/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,517,40,12-26 30TH DRIVE,11102,2,0,2,1988,1916,1901,1,B2,1050000,2/7/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,521,45,33-55 13TH STREET,11106,2,0,2,1256,2262,1996,1,B1,200000,7/12/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,521,69,33-29 13TH STREET,11106,2,0,2,1256,2262,1996,1,B1,0,2/11/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,521,161,33-64 14TH STREET,11106,2,0,2,1256,2262,1996,1,B1,1,8/23/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,528,154,14-27 33RD ROAD,11106,2,0,2,1442,2262,1996,1,B2,1300000,11/7/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,528,156,1425 33RD ROAD,11106,2,0,2,1470,2223,1996,1,B2,0,7/29/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,533,42,14-50 31 AVENUE,11106,2,0,2,2476,2519,1961,1,B1,0,6/3/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,534,44,14-38 30TH DRIVE,11102,2,0,2,3460,1716,1920,1,B2,1100000,3/23/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,535,3,14-43 30TH DRIVE,11102,2,0,2,3825,1616,1901,1,B2,0,3/5/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,535,28,30-37 14TH STREET,11102,2,0,2,2100,1760,1925,1,B1,1100000,4/11/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,535,41,14-38 30TH ROAD,11102,2,0,2,2000,1568,1901,1,B1,0,5/20/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,535,44,1446 30TH ROAD,11102,2,0,2,2500,2700,1910,1,B2,1385000,1/7/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,536,3,1443 30TH ROAD,11102,2,0,2,3500,2340,1925,1,B1,1325000,12/16/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,536,15,14-15 30TH ROAD,11102,2,0,2,3300,1782,1925,1,B1,1360000,11/10/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,536,17,1409 30TH ROAD,11102,2,0,2,2492,1600,1925,1,B1,0,3/30/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,536,50,30-18 21ST STREET,11102,2,0,2,3325,1600,1925,1,B1,0,5/20/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,545,6,21-13 29TH AVENUE,11102,2,0,2,2499,1600,1935,1,B1,0,12/2/22
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,545,11,21-27 29TH AVENUE,11102,2,0,2,2499,1600,1935,1,B1,1150000,6/21/22
